Word,Level,길잡이말,품사,Word_Number
졸다,초급,깜빡 졸다,동사,01
졸업,초급,입학,명사,
좀,초급,좀 비싸다,부사,02
좁다,초급,방이,형용사,01
종류,초급,가 다양하다,명사,
종업원,초급,직업,명사,
종이,초급,에 쓰다,명사,01
좋다,초급,날씨가,형용사,01
좋아하다,초급,꽃을,동사,
죄송하다,초급,마음이,형용사,
주,초급,이번 주 ,의존명사/명사,26
주다,초급,선물을 ,동사,01
주로,초급,주로 말하다,부사,01
주말,초급,을 보내다,명사,02
주머니,초급,에 넣다,명사,
주무시다,초급,잠을,동사,
주문,초급,을 받다,명사,04
주변,초급,주변 환경,명사,04
주부,초급,로 살다,명사,03
주사,초급,를 맞다,명사,13
주소,초급,를 적다,명사,01
주스,초급,를 마시다,명사,
주위,초급,눈 주위,명사,02
주인,초급,가게 주인,명사,01
주일,초급,이번 주일,명사/의존명사,03
주차,초급,주차 위반,명사,04
주차장,초급,에 세우다,명사,
주황색,초급,색깔,명사,
죽다,초급,사람이,동사,01
준비,초급,출근 준비,명사,
줄,초급,을 감다,명사,01
줄다,초급,크기가 ,동사,
줄이다,초급,소리를,동사,
줍다,초급,쓰레기를,동사,01
중,초급,회의 중,의존명사,04
중간,초급,집과 학교의 중간,명사,01
중국,초급,나라 ,명사,01
중국집,초급,에 주문하다,명사,
중심,초급,서울의 중심,명사,01
중앙,초급,무대 중앙,명사,01
중요,초급,중요 자료,명사,02
중학교,초급,에 입학하다,명사,
중학생,초급,이 되다,명사,
즐거워하다,초급,매우 즐거워하다,동사,
즐겁다,초급,마음이,형용사,
즐기다,초급,휴가를 ,동사,01
지각,초급,을 하다,명사,05
지갑,초급,에 넣다,명사,03
지금,초급,지금부터 ,명사/부사,03
지나가다,초급,시간이,동사,
지나다,초급,시간이,동사,
지난달,초급,시간,명사,
지난번,초급,시간,명사,
지난주,초급,시간,명사,
지난해,초급,시간,명사,
지내다,초급,잘 지내다,동사,01
지다,초급,경기에서,동사,03
지도,초급,를 보다,명사,03
지루하다,초급,수업이,형용사,01
지르다,초급,소리를,동사,03
지방,초급,남쪽 지방,명사,05
지우개,초급,로 지우다,명사,
지우다,초급,지우개로,동사,01
지키다,초급,나라를,동사,01
지하,초급,로 내려가다,명사,
지하도,초급,를 건너다,명사,
지하철,초급,을 타다,명사,
지하철역,초급,에 도착하다,명사,
직업,초급,을 구하다,명사,
직원,초급,을 모집하다,명사,03
직장,초급,에 다니다,명사,05
직접,초급,직접 만나다,명사/부사,
진짜,초급,진짜 괜찮다,명사/부사,
진하다,초급,안개가,형용사,01
질문,초급,에 답하다,명사,
짐,초급,을 싸다,명사,01
집,초급,에 살다,명사,01
집들이,초급,에 초대하다,명사,
집안일,초급,을 보다,명사,
짓다,초급,집을,동사,01
짜다,초급,맛이,형용사,03
짜증,초급,을 내다,명사,
짝,초급,을 맞추다,명사,01
짧다,초급,다리가,형용사,
짬뽕,초급,음식,명사,
쪽,초급,방향,의존명사,05
찌개,초급,를 끓이다,명사,01
찌다,초급,살이,동사,01
찌다,초급,감자를,동사,05
찍다,초급,도장을,동사,02
차,초급,자동차,명사,05
차,초급,를 마시다,명사,08
차갑다,초급,물이,형용사,
차다,초급,공간이,동사,01
차다,초급,공을,동사,02
차다,초급,시계를,동사,03
차다,초급,바람이,형용사,04
차례,초급,지키다,명사,01
착하다,초급,마음이,형용사,
찬물,초급,을 마시다,명사,01
참,초급,참 좋다,부사,01
참다,초급,기침을,동사,
참외,초급,과일,명사,01
창문,초급,을 열다,명사,
찾다,초급,지갑을,동사,
찾아가다,초급,교실로,동사,
찾아보다,초급,수첩을,동사,
찾아오다,초급,손님이,동사,
채소,초급,를 먹다,명사,
책,초급,을 읽다,명사,01
책상,초급,가구,명사,01
책장,초급,가구,명사,02
처음,초급,처음 시작하다,명사,
천,초급,숫자,수사·관형사,03
천만,초급,숫자,수사·관형사/명사/부사,01
천천히,초급,천천히 가다,부사,
첫,초급,첫 만남,관형사,
첫날,초급,새해 첫날,명사,
첫째,초급,첫째 시간,수사·관형사/명사,
청년,초급,젊은 청년,명사,
청바지,초급,를 입다,명사,
청소,초급,화장실 청소,명사,06
청소년,초급,청소년 시절,명사,
체육관,초급,실내 체육관,명사,
체크무늬,초급,체크무늬 남방,명사,
쳐다보다,초급,하늘을,동사,
초,초급,초기,의존명사,03
초,초급,시간,의존명사,07
초대,초급,를 하다,명사,06
초대장,초급,을 보내다,명사,
초등학교,초급,에 입학하다,명사,
초등학생,초급,이 되다,명사,
초록색,초급,색깔,명사,
초콜릿,초급,을 먹다,명사,
최고,초급,최고 점수,명사,02
최근,초급,에 들다,명사,
추다,초급,춤을,동사,02
추석,초급,명절,명사,01
축구,초급,운동,명사,04
축구공,초급,을 차다,명사,
축하,초급,축하 파티,명사,
출구,초급,로 나가다,명사,01
출근,초급,퇴근,명사,
출발,초급,도착,명사,
출석,초급,을 부르다,명사,
출입,초급,을 통제하다,명사,
출입국,초급,출입국 사무소,명사,
출장,초급,을 가다,명사,01
출퇴근,초급,을 하다,명사,
춤,초급,을 추다,명사,01
춤추다,초급,가수들이,동사,
춥다,초급,날씨가,형용사,
충분하다,초급,시간이,형용사,01
취미,초급,취미 생활,명사,04
취소,초급,예약 취소,명사,01
취직,초급,이 되다,명사,
층,초급,10층 건물,명사,02
치과,초급,병원,명사,
치다,초급,책상을,동사,02
치료,초급,를 받다,명사,
치마,초급,를 입다,명사,01
치약,초급,을 짜다,명사,
치킨,초급,음식,명사,
친구,초급,를 만나다,명사,02
친절,초급,로 대하다,명사,
친척,초급,이 모이다,명사,
친하다,초급,친구와,형용사,
칠,초급,숫자,수사/관형사,01
칠십,초급,숫자,수사/관형사,
칠월,초급,달(월),명사,
칠판,초급,에 쓰다,명사,
침대,초급,가구,명사,02
침실,초급,에서 자다,명사,
칫솔,초급,로 이를 닦다,명사,
칭찬,초급,을 듣다,명사,
카드,초급,를 쓰다,명사,
카레,초급,음식,명사,
카메라,초급,로 찍다,명사,
카페,초급,에서 만나다,명사,
칼,초급,로 자르다,명사,01
칼국수,초급,음식,명사,
캐나다,초급,나라,명사,
커피,초급,를 마시다,명사,
커피숍,초급,에서 만나다,명사,
컴퓨터,초급,컴퓨터 게임,명사,
컵,초급,을 닦다,명사,
케이크,초급,를 먹다,명사,
켜다,초급,불을,동사,01
켜다,초급,바이올린을,동사,02
켤레,초급,한 켤레,의존명사,02
코,초급,가 높다,명사,01
코끼리,초급,동물,명사,
콘서트,초급,를 보다,명사,
콜라,초급,를 마시다,명사,
콧물,초급,이 나오다,명사,
콩,초급,식물,명사,01
크기,초급,가 크다,명사,
크다,초급,크기가 ,형용사/동사,01
크리스마스,초급,크리스마스 트리,명사,
큰소리,초급,가 들리다,명사,01
키,초급,키가 큰 사람,명사,01
키우다,초급,강아지를,동사,
킬로그램,초급,단위,의존명사,
킬로미터,초급,단위,의존명사,
타다,초급,불에,동사,01
타다,초급,차에,동사,02
타다,초급,커피를,동사,03
탁구,초급,를 치다,명사,
탕수육,초급,음식,명사,
태국,초급,나라,명사,
태권도,초급,를 배우다,명사,
태극기,초급,를 달다,명사,
태도,초급,가 좋다,명사,03
태어나다,초급,아이가,동사,
태풍,초급,이 불다,명사,
택배,초급,로 보내다,명사,
택시,초급,를 타다,명사,
터미널,초급,에서 내리다,명사,
테니스,초급,를 치다,명사,
테니스장,초급,에서 연습핟,명사,
테이블,초급,에 놓다,명사,
텔레비전,초급,을 보다,명사,
토끼,초급,동물,명사,
토마토,초급,채소,명사,
토요일,초급,요일,명사,
통장,초급,을 만들다,명사,02
통화,초급,전화 통화,명사,04
퇴근,초급,출근,명사,
퇴원,초급,퇴원 수속,명사,01
튀기다,초급,기름에,동사,02
튀김,초급,을 먹다,명사,01
트럭,초급,을 타다,명사,
특별하다,초급,관심이,형용사,
특별히,초급,특별히 좋아하다,부사,
특히,초급,특히 좋아하다,부사,
튼튼하다,초급,몸이,형용사,
틀다,초급,텔레비전을,동사,
틀리다,초급,답이,동사,01
티셔츠,초급,를 입다,명사,
팀,초급,을 이루다,명사,01
파란색,초급,색깔,명사,
파랗다,초급,하늘이,형용사,
파티,초급,를 열다,명사,
팔,초급,신체,명사,01
팔,초급,숫자,수사/관형사,03
팔다,초급,책을,동사,
팔리다,초급,물건이,동사,
팔십,초급,숫자,수사/관형사,
팔월,초급,달(월),명사,
펴다,초급,책을,동사,
편리,초급,고객의 편리,명사,03
편안,초급,을 바라다,명사,01
편의점,초급,에서 사다,명사,
편지,초급,를 쓰다,명사,02
편찮다,초급,할아버지께서,형용사,
편하다,초급,마음이,형용사,
평소,초급,와 같다,명사,
평일,초급,주말,명사,
포도,초급,과일,명사,06
포장,초급,선물 포장,명사,01
표,초급,를 끊다,명사,04
푸르다,초급,나무가,형용사,
푹,초급,푹 자다,부사,01
풀다,초급,나사를,동사,
풍경,초급,을 보다,명사,01
프라이팬,초급,에 볶다,명사,
프랑스,초급,나라,명사,02
프로그램,초급,교육 프로그램,명사,
피,초급,를 흘리다,명사,02
피곤,초급,에 지치다,명사,
피다,초급,꽃이,동사,01
피아노,초급,를 치다,명사,01
피우다,초급,꽃을,동사,01
피자,초급,를 주문하다,명사,
필요,초급,를 충족하다,명사,
필통,초급,에 넣다,명사,
하나,초급,숫자,수사/명사,
하늘,초급,이 높다,명사,01
하늘색,초급,색깔,명사,
하다,초급,운동을,동사,01
-하다,초급,건강하다,접사,02
하루,초급,를 보내다,명사,01
하숙비,초급,를 내다,명사,
하숙집,초급,에 묵다,명사,
하얀색,초급,색깔,명사,
하얗다,초급,눈이,형용사,
하지만,초급,−,부사,
학교,초급,에 다니다,명사,
학기,초급,가 시작되다,명사,02
학년,초급,새 학년,명사,
학생,초급,을 가르치다,명사,
학생증,초급,을 제시하다,명사,
학원,초급,영어 학원,명사,02
한,초급,한 명,관형사,01
한가하다,초급,마음이,형용사,02
한강,초급,지명,명사,01
한국,초급,나라,명사,05
한글,초급,을 쓰다,명사,01
한두,초급,한두 명,관형사,
한번,초급,한번 해 보다,명사/부사,
한복,초급,을 입다,명사,
한식,초급,을 먹다,명사,04
한식집,초급,음식점,명사,02
한옥,초급,에 살다,명사,
한잔,초급,한잔 마시다,명사,
한턱,초급,을 내다,명사,
할머니,초급,가족,명사,
할아버지,초급,가족,명사,
할인,초급,할인 가격,명사,01
함께,초급,함께 놀다,부사,
항공,초급,항공 운항,명사,
항공권,초급,을 예약하다,명사,
항상,초급,항상 같다,부사,
해,초급,가 뜨다,명사/의존명사,01
해마다,초급,해마다 만나다,부사,
해외,초급,에 수출하다,명사,
해외여행,초급,을 가다,명사,
햄버거,초급,를 먹다,명사,
햇빛,초급,이 비치다,명사,
행동,초급,에 옮기다,명사,
행복,초급,을 빌다,명사,02
행사,초급,에 참여하다,명사,01
허리,초급,신체,명사,01
헤어지다,초급,친구와,동사,
헬스클럽,초급,에서 운동하다,명사,
혀,초급,신체,명사,01
현금,초급,을 인출하다,명사,04
현재,초급,현재 하는 일,명사/부사,02
형,초급,가족,명사,01
형제,초급,아들 삼 형제,명사,01
호,초급,사월 호 잡지,의존명사,14
호랑이,초급,동물,명사,
호수,초급,가 맑다,명사,07
호텔,초급,에 묵다,명사,
혹시,초급,만일,부사,01
혼자,초급,살다,부사/명사,01
홍차,초급,를 마시다,명사,
화,초급,가 나다,명사,06
화가,초급,직업,명사,03
화나다,초급,친구가,동사,
화내다,초급,친구에게,동사,
화려하다,초급,보석이,형용사,
화요일,초급,요일,명사,
화장실,초급,에 가다,명사,
화장품,초급,을 바르다,명사,
환영,초급,을 받다,명사,02
환자,초급,을 돌보다,명사,03
환전,초급,달러 환전,명사,01
활발히,초급,활발히 활동하다,부사,
회,초급,여러 회,의존명사,08
회사,초급,에 다니다,명사,04
회사원,초급,직업,명사,
회색,초급,색깔,명사,01
회원,초급,을 모집하다,명사,
회의,초급,가 열리다,명사,04
횡단보도,초급,를 건너다,명사,
후,초급,오 분 후,명사,08
후배,초급,영화계 후배,명사,06
훌륭하다,초급,작품이,형용사,
훨씬,초급,훨씬 많다,부사,
휴가,초급,를 가다,명사,01
휴게실,초급,에서 쉬다,명사,
휴대폰,초급,으로 전화하다,명사,
휴일,초급,에 쉬다,명사,
휴지,초급,를 줍다,명사,02
휴지통,초급,에 버리다,명사,
흐르다,초급,물이,동사,01
흐리다,초급,공기가,형용사,02
흔들다,초급,손을,동사,
흘리다,초급,눈물을,동사,
희망,초급,희망 사항,명사,
흰색,초급,색깔,명사,
힘,초급,이 세다,명사,01
힘들다,초급,일이,형용사,
-가,중급,전문가,접사,13
가까이,중급,가까이 다가오다,부사/명사,
가꾸다,중급,나무를 가꾸다,동사,
가난,중급,에 찌들다,명사,01
가능,중급,주차 가능,명사,
가능성,중급,이 높다,명사,
가득하다,중급,물이,형용사,01
가득히,중급,물을 가득히 따르다,부사,
가라앉다,중급,먼지가,동사,
-가량,중급,한 시간가량,접사,06
가렵다,중급,몸이,형용사,
가로,중급,세로,명사/부사,01
가로등,중급,이 켜지다,명사,
가로막다,중급,길을,동사,
가루,중급,로 만들다,명사,01
가르다,중급,칼로,동사,
가리다,중급,얼굴을,동사,02
가리다,중급,시비를,동사,03
가만,중급,가만 놔두다,부사,
가만있다,중급,잠자코 가만있다,동사,
가만히,중급,가만히 두다,부사,
가뭄,중급,이 들다,명사,
가사,중급,노래 가사,명사,09
가스,중급,가스가 떨어지다,명사,
가스레인지,중급,를 켜다,명사,
가습기,중급,를 켜다,명사,
가입,중급,을 권유하다,명사,
가입자,중급,를 모집하다,명사,
가장,중급,집안의 가장,명사,07
가전제품,중급,을 구입하다,명사,
가정,중급,을 이루다,명사,06
가정,중급,을 해 보다,명사,07
가정주부,중급,로 살다,명사,
가져다주다,중급,물건을,동사,
가죽,중급,가죽 잠바,명사,01
가지,중급,를 꺾다,명사,01
가짜,중급,로 꾸미다,명사,
가치,중급,가 높다,명사,06
가치관,중급,이 바뀌다,명사,
가톨릭,중급,을 믿다,명사,
각,중급,각 개인,관형사,01
각국,중급,아시아 각국,명사,
각오,중급,를 다지다,명사,01
각자,중급,각자가 맡다,명사/부사,02
각종,중급,각종 과일,명사,
간,중급,을 보다,명사,01
간,중급,신체,명사,08
간,중급,서울과 부산 간,의존명사,10
-간,중급,이틀간,접사,16
간격,중급,을 넓히다,명사,02
간섭,중급,을 받다,명사,
간신히,중급,간신히 살아나다,부사,
간절하다,중급,간절한 기도,형용사,
간접적,중급,간접적 영향,관형사·명사,
간지럽다,중급,눈이,형용사,
간판,중급,을 걸다,명사,02
간편하다,중급,사용이,형용사,
간호,중급,를 받다,명사,
간혹,중급,간혹 생기다,부사/명사,
갇히다,중급,감옥에,동사,
갈다,중급,붕대를,동사,01
갈등,중급,이 심하다,명사,
갈라지다,중급,벽이,동사,01
갈수록,중급,갈수록 더하다,부사,
갈증,중급,이 나다,명사,
-감,중급,책임감,접사,19
감각,중급,이 없다,명사,02
감다,중급,붕대를,동사,03
감독,중급,을 강화하다,명사,
감동,중급,을 받다,명사,02
감동적,중급,감동적 이야기,관형사·명사,
감상,중급,음악 감상,명사,05
감상문,중급,독서 감상문,명사,
감소,중급,인구 감소,명사,01
감시,중급,를 당하다,명사,02
감싸다,중급,얼굴을,동사,
감옥,중급,에 가두다,명사,02
감정,중급,이 풍부하다,명사,06
감추다,중급,모습을,동사,
감히,중급,감히 대들다,부사,
갑작스럽다,중급,갑작스러운 일,형용사,
값싸다,중급,값싼 물건,형용사,
강도,중급,은행 강도,명사,06
강물,중급,이 흐르다,명사,
강사,중급,시간 강사,명사,04
강수량,중급,이 많다,명사,
강요,중급,부모의 강요,명사,01
강의,중급,를 듣다,명사,02
강의실,중급,대형 강의실,명사,
강제,중급,로 시키다,명사,01
강조,중급,강조 사항,명사,02
갖가지,중급,갖가지 모양,명사,
갖추다,중급,시설을,동사,
개구리,중급,를 잡다,명사,
개나리,중급,가 피다,명사,01
개념,중급,을 이해하다,명사,
개다,중급,날이,동사,01
개다,중급,옷을,동사,03
개미,중급,곤충,명사,03
개발,중급,재능 개발,명사,
개방,중급,개방 시간,명사,04
개별,중급,개별 행동,명사,
개선,중급,제도 개선,명사,01
개성,중급,이 강하다,명사,03
개인,중급,개인의 자유,명사,02
개인적,중급,개인적 감정,관형사·명사,
개최,중급,공동 개최,명사,
개혁,중급,경제 개혁,명사,
-객,중급,등산객,접사,02
객관적,중급,객관적 증거,관형사·명사,
걔,중급,그 아이,줄어든 말,
거꾸로,중급,거꾸로 뒤집히다,부사,
거대,중급,거대 규모,명사,
거두다,중급,빨래를,동사,
거들다,중급,일을,동사,01
거래,중급,가 이루어지다,명사,02
거래처,중급,거래처 직원,명사,
거미,중급,곤충,명사,02
거북이,중급,동물,명사,
거스름돈,중급,을 받다,명사,
거지,중급,가 되다,명사,01
거짓,중급,으로 꾸미다,명사,
거치다,중급,도시를,동사,01
거칠다,중급,살결이,형용사,
거품,중급,이 나다,명사,
걱정스럽다,중급,자식이,형용사,
건너,중급,길 건너,명사,01
건널목,중급,을 건너가다,명사,
건네다,중급,돈을,동사,
건네주다,중급,돈을,동사,
건드리다,중급,물건을,동사,
건설,중급,아파트 건설,명사,
건전지,중급,를 갈다,명사,
건조,중급,건조 기후,명사,04
건지다,중급,그물을,동사,
건축,중급,건축 공사,명사,01
걷다,중급,소매를,동사,03
걷다,중급,빨래를,동사,04
걸레,중급,로 닦다,명사,01
걸치다,중급,구름 위에,동사,
검다,중급,색깔이,형용사,02
검사,중급,판사와 검사,명사,02
검색,중급,인터넷 검색,명사,
검토,중급,서류 검토,명사,
겁,중급,을 먹다,명사,05
겁나다,중급,말하기가,동사,02
겉모습,중급,만 보다,명사,
겉옷,중급,을 벗다,명사,
게,중급,를 먹다,명사,01
게다가,중급,게다가 ~까지,부사,
게시,중급,안내문 게시,명사,02
게시판,중급,에 붙이다,명사,
겨우,중급,겨우 살아나다,부사,
겨울철,중급,을 보내다,명사,
격려,중급,를 보내다,명사,
겪다,중급,고통을,동사,
견디다,중급,고통을,동사,
견학,중급,박물관 견학,명사,
견해,중급,견해 차이,명사,02
결국,중급,결국 해내다,부사/명사,
결근,중급,출근,명사,
결론,중급,을 내리다,명사,02
결승,중급,결승 경기,명사,01
결제,중급,카드 결제,명사,01
결코,중급,결코 울지 않다,부사,
결합,중급,을 이루다,명사,
결혼식장,중급,야외 결혼식장,명사,
겸손,중급,겸손의 말,명사,
겹치다,중급,행운이,동사,01
경계,중급,를 짓다,명사,04
경고,중급,를 주다,명사,04
경기,중급,가 회복되다,명사,05
경기장,중급,실내 경기장,명사,
경력,중급,을 쌓다,명사,02
경복궁,중급,고궁,명사,
경비,중급,여행 경비,명사,02
경비실,중급,아파트 경비실,명사,
경영,중급,회사 경영,명사,02
경우,중급,그런 경우,명사,02
경쟁,중급,경쟁 상대,명사,
경쟁력,중급,을 키우다,명사,
경제,중급,경제 개발,명사,04
경제력,중급,이 있다,명사,
경제적,중급,경제적 능력,관형사·명사,
경찰관,중급,교통 경찰관,명사,
경향,중급,새로운 경향,명사,02
곁,중급,에 있다,명사,01
계곡,중급,에 가다,명사,01
계기,중급,사건의 계기,명사,04
계산기,중급,로 계산하다,명사,
계산대,중급,에서 계산하다,명사,
계약,중급,을 체결하다,명사,
계약금,중급,을 받다,명사,
계약서,중급,를 쓰다,명사,
계좌,중급,계좌 번호,명사,02
계층,중급,상류 계층,명사,
고객,중급,을 맞다,명사,04
고구마,중급,를 캐다,명사,
고국,중급,으로 돌아가다,명사,02
고궁,중급,을 산책하다,명사,01
고급,중급,고급 시계,명사,02
고급스럽다,중급,자동차가,형용사,
고대,중급,고대와 현대,명사,04
고독,중급,을 느끼다,명사,02
고등,중급,고등 지식,명사,02
고등어,중급,고등어 구이,명사,
고래,중급,가 헤엄치다,명사,01
고려,중급,고려 사항,명사,01
고마워하다,중급,부모님에게,동사,
고무,중급,로 만들다,명사,01
고백,중급,사랑 고백,명사,
고생,중급,을 참다,명사,
고소하다,중급,맛이,형용사,01
고속,중급,으로 달리다,명사,02
고요,중급,를 깨트리다,명사,01
고유,중급,고유 음식,명사,03
고장,중급,우리 고장,명사,01
고전,중급,고전 소설,명사,02
고정,중급,고정 수입,명사,06
고집,중급,을 부리다,명사,02
고추,중급,를 따다,명사,01
고춧가루,중급,를 넣다,명사,
고층,중급,고층 빌딩,명사,
고통,중급,을 견디다,명사,
고통스럽다,중급,고통스러운 표정,형용사,
곡,중급,쇼팽의 곡,명사,02
곡식,중급,을 거두다,명사,
곤란,중급,을 당하다,명사,
곧다,중급,다리가,형용사,01
곧바로,중급,곧바로 처리하다,부사,
곧이어,중급,곧이어 시작하다,부사,
곧잘,중급,곧잘 하다,부사,
곧장,중급,곧장 가다,부사,
골,중급,을 넣다(축구),명사,14
골고루,중급,골고루 먹다,부사,
골다,중급,코를,동사,01
골목,중급,좁은 골목,명사,01
골목길,중급,을 걷다,명사,
골프,중급,골프 선수,명사,
곰,중급,동물,명사,03
곱다,중급,꽃이,형용사,02
곱하다,중급,7에 3을 곱하다,동사,
곳곳,중급,전국 곳곳,명사,
공,중급,숫자,명사,12
공간,중급,을 차지하다,명사,05
공감,중급,을 얻다,명사,
공개,중급,공개 강좌,명사,02
공격,중급,을 받다,명사,02
공공,중급,공공 기관,명사,02
공공요금,중급,이 인상되다,명사,
공공장소,중급,를 이용하다,명사,
공과금,중급,을 내다,명사,
공급,중급,을 받다,명사,02
공기,중급,를 마시다,명사,06
공기,중급,에 밥을 담다,명사,07
공동,중급,공동 개최,명사,02
공동체,중급,에 속하다,명사,
공사,중급,신축 공사,명사,02
공손하다,중급,공손한 태도,형용사,
공식,중급,공식 발표,명사,01
공업,중급,이 발달하다,명사,01
공연,중급,을 보다,명사,02
공연장,중급,야외 공연장,명사,
공적,중급,공적 제도,관형사·명사,01
공주,중급,왕자,명사,01
공중전화,중급,공중전화 박스,명사,
공지,중급,를 돌리다,명사,04
공통,중급,공통 화제,명사,
공통점,중급,을 찾다,명사,
공포,중급,를 느끼다,명사,08
공해,중급,가 심각하다,명사,01
과,중급,과의 직원,명사,10
과로,중급,로 쓰러지다,명사,01
과목,중급,암기 과목,명사,02
과소비,중급,를 줄이다,명사,
과속,중급,과속 운전,명사,
과식,중급,으로 배탈이 나다,명사,01
과연,중급,과연 대단하다,부사,01
과외,중급,과외 업무,명사,
과장,중급,이 심하다,명사,06
과장,중급,으로 승진하다,명사,07
과정,중급,을 겪다,명사,03
과제,중급,를 해결하다,명사,04
과학,중급,을 연구하다,명사,
과학자,중급,가 되다,명사,
과학적,중급,과학적 방법,관형사·명사,
-관,중급,도서관,접사,19
-관,중급,가치관,접사,20
관객,중급,이 모여들다,명사,
관계없다,중급,전혀 관계없다,형용사,
관계없이,중급,시간에 관계없이,부사,
관계있다,중급,밀접하게 관계있다,형용사,
관계자,중급,를 만나다,명사,
관람,중급,연극,명사,
관람객,중급,영화 관람객,명사,
관련,중급,이 있다,명사,
관리,중급,학생 관리,명사,04
관심사,중급,가 다르다,명사,
관점,중급,이 다르다,명사,02
관찰,중급,식물 관찰,명사,01
광경,중급,을 보다,명사,
괜히,중급,괜히 이야기하다,부사,
괴로움,중급,을 당하다,명사,
괴롭다,중급,마음이,형용사,
괴롭히다,중급,동생을,동사,
굉장하다,중급,공연이,형용사,
굉장히,중급,굉장히 좋아하다,부사,
교내,중급,교내 방송,명사,01
교대,중급,교대 근무,명사,01
교류,중급,문화 교류,명사,01
교복,중급,을 입다,명사,01
교시,중급,1교시,의존명사,03
교양,중급,을 쌓다,명사,02
교외,중급,로 나가다,명사,01
교육비,중급,로 지출하다,명사,
교육자,중급,를 배출하다,명사,
교장,중급,초등학교 교장,명사,03
교재,중급,학습 교재,명사,01
교체,중급,건전지 교체,명사,01
교통수단,중급,을 이용하다,명사,
교통편,중급,을 예약하다,명사,
교포,중급,재일 교포,명사,02
교훈,중급,을 얻다,명사,02
구,중급,행정 구역,명사,15
구경거리,중급,가 많다,명사,
구르다,중급,공이,동사,01
구매,중급,상품 구매,명사,02
구멍,중급,을 뚫다,명사,
구별,중급,남녀 구별,명사,02
구부리다,중급,허리를,동사,01
구분,중급,을 짓다,명사,06
구석,중급,한쪽 구석,명사,01
구성,중급,구성 인원,명사,07
구세대,중급,신세대,명사,
구속,중급,이 심하다,명사,02
구수하다,중급,맛이,형용사,01
구역,중급,금연 구역,명사,04
구입,중급,물품 구입,명사,03
구조,중급,를 요청하다,명사,05
구조,중급,를 바꾸다,명사,08
구조대,중급,가 오다,명사,02
구체적,중급,구체적 성과,관형사·명사,
구하다,중급,일자리를,동사,01
구하다,중급,목숨을,동사,03
국가,중급,민주 국가,명사,01
국경일,중급,을 맞다,명사,
국기,중급,를 달다,명사,07
